"","album_uri","album_name","album_img","album_release_date","album_release_year","base_album_name","base_album","num_albums","num_base_albums","album_rank","artist"
"595","4rjGyhPnaKV5hfwFNiHtQA","Super Tight","https://i.scdn.co/image/ab67616d0000b2732635795d66b9f4dc6aed54db","1994-08-30",1994-08-30,"super tight",TRUE,1,1,2,"UGK"
"596","4jTPQq9PSlKMOm1yLx2ATN","Ridin Dirty","https://i.scdn.co/image/ab67616d0000b273027d7f96a41d5e218291ad2f","1996-07-30",1996-07-30,"ridin dirty",TRUE,1,1,3,"UGK"
"597","1HWeoKv9Pi7Mkw3oQA7Yud","Dirty Money","https://i.scdn.co/image/ab67616d0000b2736c7a50bcf0ed574fa8169430","2001-11-11",2001-11-11,"dirty money",TRUE,1,1,4,"UGK"
"598","7jlzVc3FDwo8JD3xF6ww9S","Side Hustles","https://i.scdn.co/image/ab67616d0000b273d6803b16f0e4e8ea416728b6","2002-09-23",2002-09-23,"side hustles",TRUE,1,1,5,"UGK"
"599","2GVOVA37Vzl1vgsPRBA6Nj","The Southern Way (Mixed By Big Chance)","https://i.scdn.co/image/ab67616d0000b2735b4b2ba39afe749d2b6887eb","2003",2003-01-01,"the southern way (mixed by big chance)",TRUE,1,1,6,"UGK"
"600","6Q7TCZ31DUdPr4wOYi8lPG","Best of UGK","https://i.scdn.co/image/ab67616d0000b273f30ead1f890e9d9b38bff46d","2003-06-12",2003-06-12,"best of ugk",TRUE,1,1,7,"UGK"
"601","4jQHkYsqRf31j3g9nHhwcM","Jive Records Presents: UGK - Chopped & Screwed","https://i.scdn.co/image/ab67616d0000b273ee3859832fe4e545caa3a8f2","2004-12-13",2004-12-13,"jive records presents: ugk - chopped & screwed",TRUE,1,1,8,"UGK"
"602","57o546dE7TYNTtmdnh9wzo","UGK (UnderGround Kingz)","https://i.scdn.co/image/ab67616d0000b273524370bf646c8414f4df23a9","2007-08-17",2007-08-17,"ugk (underground kingz)",TRUE,1,1,9,"UGK"
"603","2DFK9pm59cvDaFWKgJVUtk","UGK 4 Life","https://i.scdn.co/image/ab67616d0000b273708246d265957faafb09fc9f","2009-03-26",2009-03-26,"ugk 4 life",TRUE,1,1,10,"UGK"
"604","52D2v3pzp70PRdjH2HDKO0","The Bigtyme Way 1992-1997 (Bonus Edition)","https://i.scdn.co/image/ab67616d0000b27359dd07522168717ca0811548","2015-04-07",2015-04-07,"the bigtyme way 1992-1997",FALSE,1,0,11,"UGK"
"605","3615jyGdFlOI0uLCBnzWXA","The Bigtyme Way (1992-1997) [Slow’d & Tap’t]","https://i.scdn.co/image/ab67616d0000b2734bf64643b55c997c65b125f2","2016-11-29",2016-11-29,"the bigtyme way (1992-1997) [slow’d & tap’t]",TRUE,1,1,12,"UGK"
"606","791Vf45uel4npVmy9jCjpE","The Southern Way","https://i.scdn.co/image/ab67616d0000b273826dc0745bcc4e4eae3ef0c5","2018-06-30",2018-06-30,"the southern way",TRUE,1,1,13,"UGK"
"607","6SRxt5KPZbpJ4dB8ssYvQ0","Banned (Slowed & Chopped by DJ Red)","https://i.scdn.co/image/ab67616d0000b2730c591aa636e61b4d7d709608","2018-11-23",2018-11-23,"banned (slowed & chopped by dj red)",TRUE,1,1,14,"UGK"
"608","7mxpMxmMM8RN39YRlo08v7","Hell Can Wait","https://i.scdn.co/image/e720567ba63c72d94abf61a4e33961e9b3e0c7d2","2014-09-23",2014-09-23,"hell can wait",TRUE,1,1,1,"Vince Staples"
"609","4Csoz10NhNJOrCTUoPBdUD","Summertime 06","https://i.scdn.co/image/32027c2d5f0f611ddd741d74d638fddbef11fa4a","2015-06-30",2015-06-30,"summertime 06",TRUE,1,1,2,"Vince Staples"
"610","2haR5qnQopCdVASZ92YTGn","Prima Donna","https://i.scdn.co/image/2e89a5b4ca0dacb47c6ad7c57b4adfcc069e3d80","2016-08-25",2016-08-25,"prima donna",TRUE,1,1,3,"Vince Staples"
"611","5h3WJG0aZjNOrayFu3MhCS","Big Fish Theory","https://i.scdn.co/image/61e1f07e00c6419d03b66017894864191a614dbc","2017-06-23",2017-06-23,"big fish theory",TRUE,1,1,4,"Vince Staples"
"612","1XGGeqLZxjOMdCJhmamIn8","FM!","https://i.scdn.co/image/ab67616d0000b2739b2f8a4adddf78565ad543ab","2018-11-02",2018-11-02,"fm!",TRUE,1,1,5,"Vince Staples"
"613","6acGx168JViE5LLFR1rGRE","Enter The Wu-Tang (36 Chambers)","https://i.scdn.co/image/ab67616d0000b2734bb7f2a23345b7fcf10ced1e","1993-11-09",1993-11-09,"enter the wu-tang (36 chambers)",TRUE,2,1,1,"Wu-Tang Clan"
"614","4r3TaXjF2b1qwCpxjIpW43","Wu-Tang Forever","https://i.scdn.co/image/ab67616d0000b27377e8e20e0ac6182f94654a23","1997-06-03",1997-06-03,"wu-tang forever",TRUE,1,1,2,"Wu-Tang Clan"
"615","0LeJgUggHvmlymp6u9Dy1V","ウータン・キラー・ビーズ","https://i.scdn.co/image/ab67616d0000b2734b83ab328bd094601bdd716b","1998",1998-01-01,"ウータン・キラー・ビーズ",TRUE,1,1,3,"Wu-Tang Clan"
"616","5bmhS3cVf6noVqzley0iq4","ウー・クロニクルズ","https://i.scdn.co/image/ab67616d0000b27370a0e9f59983bc47df46442a","1999",1999-01-01,"ウー・クロニクルズ",TRUE,1,1,4,"Wu-Tang Clan"
"617","2WU4hhnp2kjPckmjqdL1RT","The W","https://i.scdn.co/image/ab67616d0000b273c9ca9a87fdd48578fc0144ec","2000-11-20",2000-11-20,"the w",TRUE,1,1,5,"Wu-Tang Clan"
"618","4yKvg39shQ51oDPMStRif0","ウー・クロニクルズ・チャプター・ツー","https://i.scdn.co/image/ab67616d0000b27361f68a9c6cb82b3ca3b7f977","2001",2001-01-01,"ウー・クロニクルズ・チャプター・ツー",TRUE,1,1,6,"Wu-Tang Clan"
"619","1gKAuYWacmDF9bpHlLBLcX","Wu-Tang Iron Flag","https://i.scdn.co/image/ab67616d0000b273e4a01dd6397b08347f96c859","2001-12-18",2001-12-18,"wu-tang iron flag",TRUE,1,1,7,"Wu-Tang Clan"
"620","1EXv4IhK4CBVE7O4Zr5jb6","ウータン・コレクティヴ","https://i.scdn.co/image/ab67616d0000b273e39021d235a38fd38d3b070f","2003",2003-01-01,"ウータン・コレクティヴ",TRUE,1,1,8,"Wu-Tang Clan"
"621","1QzsV8brEcEwOe7jcMUz13","Disciples of the 36 Chambers: Chapter 1 (Live) [2019 - Remaster]","https://i.scdn.co/image/ab67616d0000b273a0c453d88b725fee4978464d","2004-03-12",2004-03-12,"disciples of the 36 chambers: chapter 1",FALSE,2,0,9,"Wu-Tang Clan"
"622","71i2DEJp6T0ywlT62T3gLv","Wu-Tang Meets The Indie Culture","https://i.scdn.co/image/ab67616d0000b2734b54c6f083e52b1f83d761af","2005-10-18",2005-10-18,"wu-tang meets the indie culture",TRUE,1,1,10,"Wu-Tang Clan"
"623","14u4xxov9oj509A7sGPJdH","8 Diagrams","https://i.scdn.co/image/ab67616d0000b273c991dd5bf71db252f716d751","2007-12-11",2007-12-11,"8 diagrams",TRUE,1,1,11,"Wu-Tang Clan"
"624","7E41BxBIjPfESE4i75oDVR","Live At Montreux 2007","https://i.scdn.co/image/38290e8dedfb8affa0a0a048d6b5112da1d2f434","2008-09-22",2008-09-22,"live at montreux 2007",TRUE,1,1,12,"Wu-Tang Clan"
"625","7GvdgeSyGWQ8x7RrchZkU3","Wu-Tang Meets The Indie Culture Instrumentals","https://i.scdn.co/image/ab67616d0000b273324d2414d06acbbc3cd5ba9b","2009-04-14",2009-04-14,"wu-tang meets the indie culture instrumentals",TRUE,1,1,13,"Wu-Tang Clan"
"626","762XfNqBx6GV8IseS2zSuq","Wu-Tang Meets the Indie Culture Vol. 2: Enter the Dubstep","https://i.scdn.co/image/ab67616d0000b2738b19883aec2be09e0d9cdea5","2009-11-10",2009-11-10,"wu-tang meets the indie culture vol. 2: enter the dubstep",TRUE,1,1,14,"Wu-Tang Clan"
"627","5obiyJomz6ypITdwLIdNkv","Wu-Tang Meets the Indie Culture, Vol. 2 - Enter the Dubstep (Instrumentals)","https://i.scdn.co/image/ab67616d0000b273687fef889e82be4b90e02143","2010",2010-01-01,"wu-tang meets the indie culture, vol. 2 - enter the dubstep (instrumentals)",TRUE,1,1,15,"Wu-Tang Clan"
"628","62IgDbNTi6rvc11a1XgCd4","Legendary Weapons","https://i.scdn.co/image/ab67616d0000b2738c04bb8d7936cca640e055e9","2011-07-26",2011-07-26,"legendary weapons",TRUE,1,1,16,"Wu-Tang Clan"
"629","0Y3CKi4iATySALWZnhoxmu","Wu-Block","https://i.scdn.co/image/4ba81681a2bfe07697d8d5c1761e69f96cc21907","2012-07-17",2012-07-17,"wu-block",TRUE,1,1,17,"Wu-Tang Clan"
"630","1rsA8ofEIHtvfR1FTwt0xj","Soundtracks from the Shaolin Temple","https://i.scdn.co/image/ab67616d0000b273713184f9cbd76216fe9f8205","2013-05-14",2013-05-14,"soundtracks from the shaolin temple",TRUE,1,1,18,"Wu-Tang Clan"
"631","1XiCmEinrmarN4R6F9saUf","A Better Tomorrow","https://i.scdn.co/image/ab67616d0000b273ee9567b83f175aaa548cf2f7","2014-12-01",2014-12-01,"a better tomorrow",TRUE,1,1,19,"Wu-Tang Clan"
"632","3g8KDFecnLPa6YiBdHTl8K","The Saga Continues","https://i.scdn.co/image/ab67616d0000b273c1cb94398329ca206145bdd7","2017-10-13",2017-10-13,"the saga continues",TRUE,1,1,20,"Wu-Tang Clan"
"633","2xnuEN4FUvEJ7au1j82Y1L","Of Mics And Men (Music From The Showtime Documentary Series)","https://i.scdn.co/image/ab67616d0000b2737a88bc22f4e23c8407df353a","2019-05-17",2019-05-17,"of mics and men (music from the showtime documentary series)",TRUE,1,1,21,"Wu-Tang Clan"
"634","4T2mQ3Ou4VOt2257bYYAZy","Just Red Up","https://i.scdn.co/image/ab67616d0000b273d76f346531f45f49cc8fe156","2011-05-11",2011-05-11,"just red up",TRUE,1,1,1,"YG"
"635","6LYs6vCaIZd3kemw1JDGti","Just Red up 2","https://i.scdn.co/image/ab67616d0000b273ed2b3a14904a17f887caa450","2013-01-02",2013-01-02,"just red up 2",TRUE,1,1,2,"YG"
"636","00ZongxwSU87MBYWcUgDGf","My Krazy Life","https://i.scdn.co/image/96b58f301eb9b2bb618337326c9a1d59b291f30c","2014-01-01",2014-01-01,"my krazy life",TRUE,2,1,3,"YG"
"637","3ldsrFbLgrIJ00byb2tncW","Blame It On The Streets","https://i.scdn.co/image/1d70683f9a1d0858247794c15057a2c98265d4d7","2014-11-24",2014-11-24,"blame it on the streets",TRUE,1,1,4,"YG"
"638","4nwd6ernojhNIIRifDJoRz","Still Brazy (Deluxe)","https://i.scdn.co/image/3018a56f0d169870db1d3a6f60feb3284cbceaf3","2016-06-17",2016-06-17,"still brazy",FALSE,1,0,5,"YG"
"639","4VqdntbxmB7r1At6sPKRnb","Red Friday","https://i.scdn.co/image/2cd4011336b3292fe4d90329a954e7057baa31c1","2016-11-25",2016-11-25,"red friday",TRUE,1,1,6,"YG"
"640","5IYvKd22yQkJRfoIStesbX","STAY DANGEROUS","https://i.scdn.co/image/374db95c20470ee921fa802ecfda4608c9bf3e56","2018-08-03",2018-08-03,"stay dangerous",TRUE,1,1,7,"YG"
"641","5zuM1EG06X1J7VsIF1omRm","4REAL 4REAL","https://i.scdn.co/image/c0678e2120e6cddfebb6fb6012a0a6b2fffe40f2","2019-05-24",2019-05-24,"4real 4real",TRUE,1,1,8,"YG"
"642","4k4w4MLXdY084qrbMGy9Sg","I Came from Nothing 2","https://i.scdn.co/image/ab67616d0000b27323297a33434c317e427ec0fb","2011-12-20",2011-12-20,"i came from nothing 2",TRUE,1,1,1,"Young Thug"
"643","6gALrQWLe3Z2cMMZvV4Dz7","Street Is Watching (The Mix-Tape)","https://i.scdn.co/image/ab67616d0000b2739d91c063159249ef92580c01","2014",2014-01-01,"street is watching (the mix-tape)",TRUE,1,1,2,"Young Thug"
"644","1ohvUqk3WHrOnRWnwyA4X6","Ready for War","https://i.scdn.co/image/ab67616d0000b2736b15b9f7835c7028e21d7730","2014-08-15",2014-08-15,"ready for war",TRUE,1,1,3,"Young Thug"
"645","7a3rhn1csJY4CbdqcQsMcy","Brick Sqaud","https://i.scdn.co/image/ab67616d0000b27362808c6cdede0fbb905bc157","2014-11-18",2014-11-18,"brick sqaud",TRUE,1,1,4,"Young Thug"
"646","0BsMZIueWsJLWng8A7sE8e","Barter 6","https://i.scdn.co/image/ab67616d0000b27388053a98d0abb8ed3a02efe1","2015-04-16",2015-04-16,"barter 6",TRUE,1,1,5,"Young Thug"
"647","3etiSiRWBRUkJ4vMW2s3DK","1017 Thug","https://i.scdn.co/image/ab67616d0000b273528597a6d0b44b1ba1e31d00","2015-12-11",2015-12-11,"1017 thug",TRUE,1,1,6,"Young Thug"
"648","4sAB9WulPpnAcig7alDGTg","Im Up","https://i.scdn.co/image/ab67616d0000b2739cd3a5bb6e2ad118c4a16460","2016-02-05",2016-02-05,"im up",TRUE,1,1,7,"Young Thug"
"649","2z4c8M8aVzl7CTobIp36KF","Slime Season 3","https://i.scdn.co/image/ab67616d0000b273a875c3ec944b4f164ab5c350","2016-03-25",2016-03-25,"slime season 3",TRUE,1,1,8,"Young Thug"
"650","7EpUpNUkkEGnaCvkcn1j4H","JEFFERY","https://i.scdn.co/image/ab67616d0000b273d0c72291cd96834e199e1ff8","2016-08-26",2016-08-26,"jeffery",TRUE,1,1,9,"Young Thug"
"651","51KZKzPd3OQT1r46a55VTt","Beautiful Thugger Girls","https://i.scdn.co/image/ab67616d0000b273419cedff7b313b962a93932e","2017-06-16",2017-06-16,"beautiful thugger girls",TRUE,1,1,10,"Young Thug"
"652","4OHfmMUq6xwCo8zfQuc9Rf","Slime Language","https://i.scdn.co/image/ab67616d0000b273fbd8ead00d2fb0649a534212","2018-08-17",2018-08-17,"slime language",TRUE,1,1,11,"Young Thug"
"653","1bnHPO4dKK7IjvgrtVBcQh","So Much Fun","https://i.scdn.co/image/ab67616d0000b2736fcd1b6e205d0d19d9efa0cc","2019-08-16",2019-08-16,"so much fun",TRUE,1,1,12,"Young Thug"
